Время,"Визиты"
2018-05-30,139946628
2018-05-31,141181260
2018-06-01,129571894
2018-06-02,103727194
2018-06-03,112271384
2018-06-04,144240232
2018-06-05,144769507
2018-06-06,140028659
2018-06-07,137878340
2018-06-08,134354244
2018-06-09,122271927
2018-06-10,102483836
2018-06-11,108009394
2018-06-12,114783778
2018-06-13,142815194
2018-06-14,138610507
2018-06-15,126555135
2018-06-16,101419956
2018-06-17,107907966
2018-06-18,136521310
2018-06-19,135912831
2018-06-20,134394761
2018-06-21,133047699
2018-06-22,122166910
2018-06-23,95281614
2018-06-24,104183121
2018-06-25,132433808
2018-06-26,130531156
2018-06-27,128341533
2018-06-28,125695181
2018-06-29,118475863
2018-06-30,95853112
2018-07-01,101413995
2018-07-02,129620915
2018-07-03,131279244
2018-07-04,130734452
2018-07-05,128428420
2018-07-06,121002547
2018-07-07,94003173
2018-07-08,102446615
2018-07-09,132300460
2018-07-10,130403548
2018-07-11,127336854
2018-07-12,125607041
2018-07-13,117977100
2018-07-14,94140282
2018-07-15,99256115
2018-07-16,129064952
2018-07-17,129405118
2018-07-18,130226722
2018-07-19,128345365
2018-07-20,119836303
2018-07-21,97729864
2018-07-22,103150870
2018-07-23,131099364
2018-07-24,129024933
2018-07-25,125115229
2018-07-26,122070863
2018-07-27,115813924
2018-07-28,92016010
2018-07-29,98858122
2018-07-30,128240319
2018-07-31,125813335
2018-08-01,122640294
2018-08-02,122027721
2018-08-03,116738492
2018-08-04,95343303
2018-08-05,101790908
2018-08-06,129390188
2018-08-07,129287288
2018-08-08,127208531
2018-08-09,125994713
2018-08-10,116879118
2018-08-11,93904883
2018-08-12,101738997
2018-08-13,131292803
2018-08-14,131335727
2018-08-15,130142548
2018-08-16,128001076
2018-08-17,118773629
2018-08-18,96087313
2018-08-19,103016176
2018-08-20,131860542
2018-08-21,132525831
2018-08-22,131325567
2018-08-23,129400374
2018-08-24,121362038
2018-08-25,98524703
2018-08-26,104308228
2018-08-27,133476014
2018-08-28,132316678
2018-08-29,132024725
2018-08-30,132004306
2018-08-31,124368711
2018-09-01,98714162
2018-09-02,108739548
2018-09-03,137521417
2018-09-04,140594826
2018-09-05,138574219
2018-09-06,136640307
2018-09-07,126276979
2018-09-08,104112707
2018-09-09,118195422
2018-09-10,149199687
2018-09-11,146588891
2018-09-12,144342945
2018-09-13,142649000
2018-09-14,131253720
2018-09-15,107964841
2018-09-16,125650654
2018-09-17,151679535
2018-09-18,150291110
2018-09-19,147485329
2018-09-20,144170905
2018-09-21,131409852
2018-09-22,107715019
2018-09-23,125161318
2018-09-24,153889803
2018-09-25,152598004
2018-09-26,148589726
2018-09-27,146849344
2018-09-28,136334668
2018-09-29,118085880
2018-09-30,130965206
2018-10-01,151011152
2018-10-02,152589800
2018-10-03,153437854
2018-10-04,149704772
2018-10-05,139224544
2018-10-06,119596109
2018-10-07,132934578
2018-10-08,155292916
2018-10-09,153582283
2018-10-10,152013082
2018-10-11,150124521
2018-10-12,139106418
2018-10-13,116128119
2018-10-14,131512413
2018-10-15,156595459
2018-10-16,155897897
2018-10-17,155628214
2018-10-18,152925185
2018-10-19,142140049
2018-10-20,120327778
2018-10-21,136398943
2018-10-22,163002733
2018-10-23,162493829
2018-10-24,161475604
2018-10-25,157516514
2018-10-26,144181767
2018-10-27,120969218
2018-10-28,133505783
2018-10-29,160015244
2018-10-30,158755616
2018-10-31,155428398
2018-11-01,151094000
2018-11-02,142584753
2018-11-03,121276605
2018-11-04,128200580
2018-11-05,138031583
2018-11-06,162500983
2018-11-07,162204690
2018-11-08,160516613
2018-11-09,150165922
2018-11-10,130044194
2018-11-11,143411004
2018-11-12,167309175
2018-11-13,165209492
2018-11-14,163596276
2018-11-15,162779462
2018-11-16,150850795
2018-11-17,128363247
2018-11-18,143903452
2018-11-19,171320093
2018-11-20,169623097
2018-11-21,167017732
2018-11-22,166203490
2018-11-23,153291932
2018-11-24,131131006
2018-11-25,143531475
2018-11-26,170353420
2018-11-27,169543857
2018-11-28,167807197
2018-11-29,165639574
2018-11-30,151598926
2018-12-01,131514339
2018-12-02,146295275
2018-12-03,171964175
2018-12-04,171349969
2018-12-05,168505634
2018-12-06,164786770
2018-12-07,152958685
2018-12-08,132599338
2018-12-09,142980937
2018-12-10,172712375
2018-12-11,171319802
2018-12-12,168688576
2018-12-13,165869841
2018-12-14,152358664
2018-12-15,130206785
2018-12-16,145495492
2018-12-17,171580196
2018-12-18,168373348
2018-12-19,163922517
2018-12-20,160445730
2018-12-21,148109328
2018-12-22,128139883
2018-12-23,140189891
2018-12-24,162681293
2018-12-25,155308926
2018-12-26,148379491
2018-12-27,140807595
2018-12-28,131103079
2018-12-29,119829254
2018-12-30,109635142
2018-12-31,94891792
2019-01-01,102625183
2019-01-02,119380996
2019-01-03,123874095
2019-01-04,126864478
2019-01-05,127438400
2019-01-06,127880578
2019-01-07,130702844
2019-01-08,141208554
2019-01-09,167704380
2019-01-10,168372158
2019-01-11,160415540
2019-01-12,140367027
2019-01-13,145792146
2019-01-14,175576151
2019-01-15,176022638
2019-01-16,175024639
2019-01-17,173649368
2019-01-18,159902334
2019-01-19,137955367
2019-01-20,153777308
2019-01-21,180818332
2019-01-22,178862314
2019-01-23,178109367
2019-01-24,176540951
2019-01-25,165673961
2019-01-26,144513660
2019-01-27,156578700
2019-01-28,182076195
2019-01-29,179371308
2019-01-30,177224326
2019-01-31,174400228
2019-02-01,163388345
2019-02-02,142747798
2019-02-03,157239894
2019-02-04,182221401
2019-02-05,181578384
2019-02-06,179982570
2019-02-07,178361438
2019-02-08,164409928
2019-02-09,143296519
2019-02-10,157294846
2019-02-11,183442505
2019-02-12,179322066
2019-02-13,175865619
2019-02-14,171658163
2019-02-15,163561894
2019-02-16,140323657
2019-02-17,155570780
2019-02-18,182677270
2019-02-19,181234042
2019-02-20,178216749
2019-02-21,174028304
2019-02-22,154659298
2019-02-23,130800136
2019-02-24,153357290
2019-02-25,182861461
2019-02-26,182085185
2019-02-27,178921496
2019-02-28,175272282
2019-03-01,162400308
2019-03-02,143258071
2019-03-03,157990014
2019-03-04,179585006
2019-03-05,177188754
2019-03-06,167465281
2019-03-07,143200207
2019-03-08,122187122
2019-03-09,135562641
2019-03-10,153113728
2019-03-11,182990046
2019-03-12,179568793
2019-03-13,178834979
2019-03-14,176920287
2019-03-15,165485864
2019-03-16,147630780
2019-03-17,165317421
2019-03-18,185939080
2019-03-19,181858682
2019-03-20,177770279
2019-03-21,176330155
2019-03-22,165161329
2019-03-23,141029528
2019-03-24,151912786
2019-03-25,175142067
2019-03-26,173313879
2019-03-27,170430804
2019-03-28,168730472
2019-03-29,159929438
2019-03-30,139538585
2019-03-31,149589913
2019-04-01,176357672
2019-04-02,177102064
2019-04-03,176757998
2019-04-04,172500478
2019-04-05,159298347
2019-04-06,136769442
2019-04-07,151797901
2019-04-08,179130208
2019-04-09,174546848
2019-04-10,172908840
2019-04-11,169139094
2019-04-12,157551547
2019-04-13,136059562
2019-04-14,155900361
2019-04-15,181254784
2019-04-16,179659293
2019-04-17,175897478
2019-04-18,172735210
2019-04-19,157645889
2019-04-20,131524922
2019-04-21,145917059
2019-04-22,174474354
2019-04-23,172429670
2019-04-24,167100585
2019-04-25,159127475
2019-04-26,149282868
2019-04-27,121945259
2019-04-28,136927787
2019-04-29,168843237
2019-04-30,149949789
2019-05-01,120610713
2019-05-02,128187904
2019-05-03,127978440
2019-05-04,126957672
2019-05-05,138303936
2019-05-06,162489854
2019-05-07,155925361
2019-05-08,142922771
2019-05-09,111303724
2019-05-10,121239193
2019-05-11,123589594
2019-05-12,140937039
2019-05-13,173638819
2019-05-14,170940655
2019-05-15,170781443
2019-05-16,167564203
2019-05-17,154573455
2019-05-18,126925858
2019-05-19,144142880
2019-05-20,173762779
2019-05-21,170156748
2019-05-22,164740568
2019-05-23,163148726
2019-05-24,152494957
2019-05-25,128423545
2019-05-26,137862649
2019-05-27,167429418
2019-05-28,160077780
2019-05-29,155683097
2019-05-30,154580101
2019-05-31,145135983
2019-06-01,118525492
2019-06-02,129365525
2019-06-03,159782250
2019-06-04,158525911
2019-06-05,156685368
2019-06-06,153225085
2019-06-07,143173856
2019-06-08,117006328
2019-06-09,126641978
2019-06-10,158216656
2019-06-11,150430767
2019-06-12,131232473
2019-06-13,156623413
2019-06-14,147900221
2019-06-15,120198563
2019-06-16,127556868
2019-06-17,153780063
2019-06-18,152284529
2019-06-19,149539593
2019-06-20,146148286
2019-06-21,137674081
2019-06-22,111583449
2019-06-23,122138735
2019-06-24,152688745
2019-06-25,152013611
2019-06-26,150425249
2019-06-27,149086338
2019-06-28,142304019
2019-06-29,120123005
2019-06-30,124209614
2019-07-01,149422513
2019-07-02,150935583
2019-07-03,149830755
2019-07-04,147173451
2019-07-05,137811044
2019-07-06,115499902
2019-07-07,122091110
2019-07-08,151146269
2019-07-09,150100424
2019-07-10,147923305
2019-07-11,146894009
2019-07-12,138574777
2019-07-13,113251680
2019-07-14,119624678
2019-07-15,149842650
2019-07-16,148427866
2019-07-17,147544936
2019-07-18,144236526
2019-07-19,136863343
2019-07-20,112585493
2019-07-21,119806086
2019-07-22,147603497
2019-07-23,148130658
2019-07-24,147303466
2019-07-25,144344839
2019-07-26,134485170
2019-07-27,108735497
2019-07-28,116833610
2019-07-29,148686215
2019-07-30,148119245
2019-07-31,148477379
2019-08-01,145190687
2019-08-02,138050445
2019-08-03,116304708
2019-08-04,122598272
2019-08-05,150072973
2019-08-06,147791503
2019-08-07,143885082
2019-08-08,141963327
2019-08-09,138844974
2019-08-10,116446740
2019-08-11,120836185
2019-08-12,146149997
2019-08-13,147024020
2019-08-14,144055030
2019-08-15,140347420
2019-08-16,136957429
2019-08-17,116527589
2019-08-18,121936777
2019-08-19,150659753
2019-08-20,146068243
2019-08-21,144842452
2019-08-22,143491081
2019-08-23,136877968
2019-08-24,114031627
2019-08-25,122025040
2019-08-26,149791019
2019-08-27,150274530
2019-08-28,148346837
2019-08-29,144763104
2019-08-30,137387360
2019-08-31,117277758
2019-09-01,122048468
2019-09-02,143337581
2019-09-03,154393269
2019-09-04,155608792
2019-09-05,155240342
2019-09-06,143414516
2019-09-07,122824570
2019-09-08,133759329
2019-09-09,162820344
2019-09-10,160213630
2019-09-11,159252641
2019-09-12,156137458
2019-09-13,145901065
2019-09-14,126278569
2019-09-15,141719795
2019-09-16,169962148
2019-09-17,169725205
2019-09-18,167922866
2019-09-19,164320811
2019-09-20,149791342
2019-09-21,128568923
2019-09-22,144566892
2019-09-23,168511981
2019-09-24,166987164
2019-09-25,167039070
2019-09-26,167234309
2019-09-27,155329350
2019-09-28,133656019
2019-09-29,149885157
2019-09-30,174305673
2019-10-01,174422370
2019-10-02,170911888
2019-10-03,164558541
2019-10-04,153657188
2019-10-05,131301288
2019-10-06,150279328
2019-10-07,174776392
2019-10-08,175103162
2019-10-09,174813701
2019-10-10,170833682
2019-10-11,159609152
2019-10-12,138312705
2019-10-13,151828209
2019-10-14,179493023
2019-10-15,177976510
2019-10-16,176344773
2019-10-17,170024497
2019-10-18,162798016
2019-10-19,141232302
2019-10-20,155464308
2019-10-21,183482177
2019-10-22,182277501
2019-10-23,179576855
2019-10-24,174061606
2019-10-25,159588545
2019-10-26,141185609
2019-10-27,150322947
2019-10-28,176408112
2019-10-29,174390674
2019-10-30,171655328
2019-10-31,167481800
2019-11-01,156595245
2019-11-02,136629725
2019-11-03,144560650
2019-11-04,156025208
2019-11-05,179335317
2019-11-06,178744619
2019-11-07,175414593
2019-11-08,161875347
2019-11-09,142345662
2019-11-10,158666042
2019-11-11,189696716
2019-11-12,184992728
2019-11-13,182621533
2019-11-14,180696665
2019-11-15,167486201
2019-11-16,145028798
2019-11-17,159448781
2019-11-18,186391194
2019-11-19,187085969
2019-11-20,185097936
2019-11-21,180976397
2019-11-22,168424684
2019-11-23,147431458
2019-11-24,161541172
2019-11-25,188940007
2019-11-26,188776852
2019-11-27,187331090
2019-11-28,185336946
2019-11-29,173040652
2019-11-30,150539309
2019-12-01,166887270
2019-12-02,191147890
2019-12-03,189204089
2019-12-04,185831354
2019-12-05,183068930
2019-12-06,170764777
2019-12-07,149940416
2019-12-08,167421165
2019-12-09,191791962
2019-12-10,192286713
2019-12-11,188856425
2019-12-12,186124366
2019-12-13,171996303
2019-12-14,147713514
2019-12-15,163609008
2019-12-16,189783099
2019-12-17,186830940
2019-12-18,184576033
2019-12-19,184130365
2019-12-20,165514114
2019-12-21,145139110
2019-12-22,158477332
2019-12-23,183169764
2019-12-24,177342407
2019-12-25,169427249
2019-12-26,161699970
2019-12-27,150459964
2019-12-28,135931913
2019-12-29,137132734
2019-12-30,142994548
2019-12-31,112094591
2020-01-01,118868483
2020-01-02,134865712
2020-01-03,139605312
2020-01-04,141970644
2020-01-05,145073876
2020-01-06,145213130
2020-01-07,146369161
2020-01-08,157460372
2020-01-09,180091365
2020-01-10,176101684
2020-01-11,153965448
2020-01-12,164641691
2020-01-13,186917039
2020-01-14,189056565
2020-01-15,191947068
2020-01-16,192606368
2020-01-17,179119198
2020-01-18,154409294
2020-01-19,171418741
2020-01-20,197446911
2020-01-21,201641342
2020-01-22,195766262
2020-01-23,194052360
2020-01-24,180331547
2020-01-25,158055569
2020-01-26,170760764
2020-01-27,197378244
2020-01-28,195891430
2020-01-29,193757745
2020-01-30,190079560
2020-01-31,177779982
2020-02-01,156329980
2020-02-02,170203577
2020-02-03,196526347
2020-02-04,195214856
2020-02-05,192325617
2020-02-06,189770329
2020-02-07,178829855
2020-02-08,156476901
2020-02-09,171878928
2020-02-10,196176803
2020-02-11,194828798
2020-02-12,191025087
2020-02-13,189074339
2020-02-14,174379751
2020-02-15,154645692
2020-02-16,169168660
2020-02-17,195175427
2020-02-18,195016550
2020-02-19,190918704
2020-02-20,185991801
2020-02-21,169082212
2020-02-22,149448862
2020-02-23,151096041
2020-02-24,171267402
2020-02-25,195876934
2020-02-26,195401201
2020-02-27,192595743
2020-02-28,179004308
2020-02-29,159650308
2020-03-01,168447889
2020-03-02,199438435
2020-03-03,197460657
2020-03-04,193299548
2020-03-05,186463368
2020-03-06,160086870
2020-03-07,141942517
2020-03-08,138091843
2020-03-09,166371263
2020-03-10,196087094
2020-03-11,192874060
2020-03-12,192369161
2020-03-13,178933568
2020-03-14,156516264
2020-03-15,173665009
2020-03-16,194833930
2020-03-17,190287987
2020-03-18,189332999
2020-03-19,190381961
2020-03-20,178843440
2020-03-21,156220711
2020-03-22,166890328
2020-03-23,194967703
2020-03-24,196470042
2020-03-25,201122918
2020-03-26,191914266
2020-03-27,178054573
2020-03-28,161004894
2020-03-29,167614447
2020-03-30,190415945
2020-03-31,193970495
2020-04-01,194072989
2020-04-02,198949075
2020-04-03,194494776
2020-04-04,179192150
2020-04-05,188712366
2020-04-06,224673147
2020-04-07,229421568
2020-04-08,228452395
2020-04-09,228015785
2020-04-10,216697568
2020-04-11,186305609
2020-04-12,196491166
2020-04-13,237770080
2020-04-14,237684205
2020-04-15,239060565
2020-04-16,231632959
2020-04-17,223959863
2020-04-18,185918848
2020-04-19,182582556
2020-04-20,236506340
2020-04-21,237965197
2020-04-22,237401952
2020-04-23,233933176
2020-04-24,219162593
2020-04-25,185132471
2020-04-26,188089871
2020-04-27,231851417
2020-04-28,231492742
2020-04-29,229224847
2020-04-30,211002393
2020-05-01,163820370
2020-05-02,160166580
2020-05-03,162524953
2020-05-04,175621325
2020-05-05,179489819
2020-05-06,203510931
2020-05-07,202338981
2020-05-08,187172774
2020-05-09,148193385
2020-05-10,164961133
2020-05-11,181773719
2020-05-12,227440094
2020-05-13,229211713
2020-05-14,222305204
2020-05-15,207530373
2020-05-16,171424847
2020-05-17,176068150
2020-05-18,222845484
2020-05-19,220647895
2020-05-20,216616105
2020-05-21,214611223
2020-05-22,198747120
2020-05-23,164086939
2020-05-24,170215908
2020-05-25,200507027
2020-05-26,198678740
2020-05-27,192267516
2020-05-28,187485631
2020-05-29,177331689
2020-05-30,150188422
2020-05-31,166995475
2020-06-01,195610159
2020-06-02,193785126
2020-06-03,188476285
2020-06-04,184573231
2020-06-05,174049726
2020-06-06,145876796
2020-06-07,150952301
2020-06-08,177858656
2020-06-09,176212082
2020-06-10,177615094
2020-06-11,167248970
2020-06-12,143982863
2020-06-13,144142103
2020-06-14,152093488
2020-06-15,178450598
2020-06-16,175227653
2020-06-17,173285833
2020-06-18,172807174
2020-06-19,165310991
2020-06-20,144186410
2020-06-21,153685058
2020-06-22,179969183
2020-06-23,175123382
2020-06-24,156767859
2020-06-25,174181704
2020-06-26,163205472
2020-06-27,140479208
2020-06-28,150686229
2020-06-29,177295410
2020-06-30,171728552
2020-07-01,157951409
2020-07-02,172303284
2020-07-03,159533004
2020-07-04,137568783
2020-07-05,145202819
2020-07-06,168367350
2020-07-07,166686939
2020-07-08,166940325
2020-07-09,164538945
2020-07-10,155652951
2020-07-11,132620495
2020-07-12,140375509
2020-07-13,169510169
2020-07-14,170825747
2020-07-15,168311732
2020-07-16,165690682
2020-07-17,155372825
2020-07-18,132240400
2020-07-19,142516399
2020-07-20,169274912
2020-07-21,171134519
2020-07-22,170092093
2020-07-23,167972237
2020-07-24,158761987
2020-07-25,135010106
2020-07-26,141429548
2020-07-27,166711827
2020-07-28,166999002
2020-07-29,169142918
2020-07-30,165499206
2020-07-31,159508330
2020-08-01,142293165
2020-08-02,147906917
2020-08-03,168086426
2020-08-04,166605223
2020-08-05,162549506
2020-08-06,159651837
2020-08-07,153798182
2020-08-08,132415632
2020-08-09,142024259
2020-08-10,169293589
2020-08-11,168582580
2020-08-12,166630285
2020-08-13,166656621
2020-08-14,158041170
2020-08-15,137910416
2020-08-16,142610124
2020-08-17,166641058
2020-08-18,165037185
2020-08-19,165251458
2020-08-20,161121335
2020-08-21,154083432
2020-08-22,133331380
2020-08-23,141924437
2020-08-24,166804487
2020-08-25,165205725
2020-08-26,166930217
2020-08-27,163244435
2020-08-28,156827940
2020-08-29,134893751
2020-08-30,142799130
2020-08-31,161662437
2020-09-01,159292786
2020-09-02,173648912
2020-09-03,174836397
2020-09-04,160642084
2020-09-05,143298188
2020-09-06,157367837
2020-09-07,184221043
2020-09-08,188092667
2020-09-09,186433816
2020-09-10,181188539
2020-09-11,164528234
2020-09-12,142182758
2020-09-13,160494799
2020-09-14,190317517
2020-09-15,188339025
2020-09-16,186554226
2020-09-17,186417718
2020-09-18,169745249
2020-09-19,149911585
2020-09-20,164246870
2020-09-21,192443582
2020-09-22,189805586
2020-09-23,188079507
2020-09-24,186052611
2020-09-25,167053390
2020-09-26,144452184
2020-09-27,161019982
2020-09-28,194077530
2020-09-29,194527792
2020-09-30,191678030
2020-10-01,187963367
2020-10-02,169309385
2020-10-03,147899014
2020-10-04,163692141
2020-10-05,191621330
2020-10-06,193641347
2020-10-07,193849717
2020-10-08,192024897
2020-10-09,175921329
2020-10-10,152140674
2020-10-11,168604825
2020-10-12,199585732
2020-10-13,197650460
2020-10-14,197418556
2020-10-15,194865251
2020-10-16,179162943
2020-10-17,157129288
2020-10-18,176978585
2020-10-19,202275692
2020-10-20,203079422
2020-10-21,201066541
2020-10-22,199818217
2020-10-23,183691397
2020-10-24,166964015
2020-10-25,172968351
2020-10-26,197867854
2020-10-27,196509910
2020-10-28,195053830
2020-10-29,190897138
2020-10-30,179348822
2020-10-31,159090446
2020-11-01,170100387
2020-11-02,194947880
2020-11-03,189223251
2020-11-04,180166607
2020-11-05,201524105
2020-11-06,190754603
2020-11-07,170359062
2020-11-08,185513516
2020-11-09,215358112
2020-11-10,214653930
2020-11-11,213018023
2020-11-12,209512005
2020-11-13,190740605
2020-11-14,167715463
2020-11-15,184936647
2020-11-16,216919157
2020-11-17,215662809
2020-11-18,214753830
2020-11-19,211811507
2020-11-20,193527210
2020-11-21,169167723
2020-11-22,185908969
2020-11-23,217619500
2020-11-24,218265492
2020-11-25,213862290
2020-11-26,212312554
2020-11-27,192254831
2020-11-28,168138168
2020-11-29,182766806
2020-11-30,215031999
2020-12-01,212911336
2020-12-02,212292646
2020-12-03,210913884
2020-12-04,191209605
2020-12-05,168994089
2020-12-06,185043420
2020-12-07,213962685
2020-12-08,214646985
2020-12-09,212222940
2020-12-10,209399898
2020-12-11,191074901
2020-12-12,170786791
2020-12-13,187561465
2020-12-14,218865425
2020-12-15,213373500
2020-12-16,209544223
2020-12-17,208803312
2020-12-18,190211482
2020-12-19,167728199
2020-12-20,183531006
2020-12-21,212276372
2020-12-22,208630721
2020-12-23,204113340
2020-12-24,196836077
2020-12-25,180246880
2020-12-26,160031178
2020-12-27,163983703
2020-12-28,180321065
2020-12-29,169565980
2020-12-30,152569873
2020-12-31,119087779
2021-01-01,130537720
2021-01-02,152161796
2021-01-03,158153317
2021-01-04,162273388
2021-01-05,163020121
2021-01-06,159951919
2021-01-07,158006976
2021-01-08,166979245
2021-01-09,167165166
2021-01-10,173927678
2021-01-11,202067209
2021-01-12,208405497
2021-01-13,203677878
2021-01-14,202707736
2021-01-15,189338667
2021-01-16,169098471
2021-01-17,186326442
2021-01-18,215264921
2021-01-19,210317619
2021-01-20,210436903
2021-01-21,207185988
2021-01-22,189834528
2021-01-23,170376086
2021-01-24,189328572
2021-01-25,213231875
2021-01-26,213701462
2021-01-27,212332161
2021-01-28,209483734
2021-01-29,191456595
2021-01-30,169740266
2021-01-31,186952043
2021-02-01,213298191
2021-02-02,213469985
2021-02-03,209351039
2021-02-04,206988994
2021-02-05,190420913
2021-02-06,170588523
2021-02-07,190347466
2021-02-08,214636407
2021-02-09,211558682
2021-02-10,209478910
2021-02-11,208142138
2021-02-12,191251324
2021-02-13,170192641
2021-02-14,185177463
2021-02-15,212235664
2021-02-16,212455439
2021-02-17,209372940
2021-02-18,207483994
2021-02-19,194862361
2021-02-20,178449166
2021-02-21,168071628
2021-02-22,175431613
2021-02-23,182221191
2021-02-24,211849276
2021-02-25,207373568
2021-02-26,190533844
2021-02-27,173947243
2021-02-28,191071636
2021-03-01,212045364
2021-03-02,210273793
2021-03-03,206839356
2021-03-04,201041392
2021-03-05,174440403
2021-03-06,158675294
2021-03-07,163339290
2021-03-08,167331368
2021-03-09,207184781
2021-03-10,209680792
2021-03-11,208106717
2021-03-12,189190725
2021-03-13,169818302
2021-03-14,184583761
2021-03-15,209234383
2021-03-16,207118086
2021-03-17,204758440
2021-03-18,199999615
2021-03-19,184817530
2021-03-20,162120617
2021-03-21,174859997
2021-03-22,199066439
2021-03-23,199052373
2021-03-24,194690743
2021-03-25,190370583
2021-03-26,180385999
2021-03-27,159762494
2021-03-28,171741939
2021-03-29,196412406
2021-03-30,197166885
2021-03-31,195127396
2021-04-01,192497235
2021-04-02,181175039
2021-04-03,161796936
2021-04-04,177484835
2021-04-05,201068951
2021-04-06,199090360
2021-04-07,198778203
2021-04-08,195757987
2021-04-09,179561345
2021-04-10,156450230
2021-04-11,170426201
2021-04-12,198755593
2021-04-13,195739269
2021-04-14,191671415
2021-04-15,186875670
2021-04-16,172618664
2021-04-17,149945538
2021-04-18,169414274
2021-04-19,201912595
2021-04-20,201777813
2021-04-21,199911415
2021-04-22,192561058
2021-04-23,179049213
2021-04-24,158910705
2021-04-25,178176145
2021-04-26,201459308
2021-04-27,198770002
2021-04-28,193525138
2021-04-29,180835964
2021-04-30,162624404
2021-05-01,135811293
2021-05-02,136588211
2021-05-03,153311652
2021-05-04,168431662
2021-05-05,164584170
2021-05-06,162212491
2021-05-07,151885677
2021-05-08,146792148
2021-05-09,143463424
2021-05-10,159803973
2021-05-11,182624042
2021-05-12,183538537
2021-05-13,180555767
2021-05-14,166667592
2021-05-15,141643235
2021-05-16,155103536
2021-05-17,190079678
2021-05-18,188369517
2021-05-19,188748249
2021-05-20,185764616
2021-05-21,170762668
2021-05-22,141942589
2021-05-23,156750873
2021-05-24,189545119
2021-05-25,185398514
2021-05-26,179218319
2021-05-27,174325634
2021-05-28,161583894
2021-05-29,143490360
2021-05-30,153966841
2021-05-31,178709831
2021-06-01,174527274
2021-06-02,174557253
2021-06-03,171640854
2021-06-04,161853870
2021-06-05,137109870
2021-06-06,148137244
2021-06-07,174888598
2021-06-08,172265543
2021-06-09,168918225
2021-06-10,171162726
2021-06-11,157073557
2021-06-12,136348598
2021-06-13,136457271
2021-06-14,145720367
2021-06-15,167823057
2021-06-16,169155562
2021-06-17,165522376
2021-06-18,154854953
2021-06-19,131509020
2021-06-20,141401737
2021-06-21,167750083
2021-06-22,164626339
2021-06-23,162964935
2021-06-24,161490142
2021-06-25,152163932
2021-06-26,131022730
2021-06-27,138933456
2021-06-28,166420624
2021-06-29,165389350
2021-06-30,163399885
2021-07-01,161926267
2021-07-02,154972296
2021-07-03,132546190
2021-07-04,139772762
2021-07-05,166654545
2021-07-06,167730142
2021-07-07,164562205
2021-07-08,161312813
2021-07-09,151633128
2021-07-10,130710389
2021-07-11,142508891
2021-07-12,163406306
2021-07-13,162015055
2021-07-14,161216517
2021-07-15,158355301
2021-07-16,151561351
2021-07-17,131466071
2021-07-18,137632937
2021-07-19,160411411
2021-07-20,159711745
2021-07-21,160985855
2021-07-22,159021249
2021-07-23,152338235
2021-07-24,131392796
2021-07-25,136603566
2021-07-26,159977627
2021-07-27,160259862
2021-07-28,159687142
2021-07-29,156253499
2021-07-30,150472071
2021-07-31,128288318
2021-08-01,135151561
2021-08-02,138318409
2021-08-03,136636384
2021-08-04,137096163
2021-08-05,136283412
2021-08-06,133088387
2021-08-07,116415282
2021-08-08,119805194
2021-08-09,141258689
2021-08-10,141003476
2021-08-11,142579514
2021-08-12,138547462
2021-08-13,131630433
2021-08-14,112546116
2021-08-15,116523472
2021-08-16,139839319
2021-08-17,138396431
2021-08-18,137433530
2021-08-19,137045885
2021-08-20,131000925
2021-08-21,112848667
2021-08-22,118679715
2021-08-23,142851274
2021-08-24,142572679
2021-08-25,140113356
2021-08-26,140244445
2021-08-27,132887200
2021-08-28,113487685
2021-08-29,119473211
2021-08-30,143102477
2021-08-31,141915974
2021-09-01,140252262
2021-09-02,150262454
2021-09-03,142427365
2021-09-04,124592345
2021-09-05,135785313
2021-09-06,158535941
2021-09-07,159549669
2021-09-08,160199111
2021-09-09,157637370
2021-09-10,142855764
2021-09-11,124290744
2021-09-12,137883119
2021-09-13,164593947
2021-09-14,164414114
2021-09-15,164624020
2021-09-16,158041007
2021-09-17,146918241
2021-09-18,128637298
2021-09-19,144089293
2021-09-20,173789133
2021-09-21,170358192
2021-09-22,167605984
2021-09-23,166290907
2021-09-24,151160899
2021-09-25,133031152
2021-09-26,148441485
2021-09-27,175257916
2021-09-28,173186212
2021-09-29,170754586
2021-09-30,166007067
2021-10-01,150561934
2021-10-02,130654034
2021-10-03,144458138
2021-10-04,175392861
2021-10-05,171490730
2021-10-06,171873688
2021-10-07,167920542
2021-10-08,152825391
2021-10-09,131399903
2021-10-10,145701811
2021-10-11,176740055
2021-10-12,177424870
2021-10-13,176020918
2021-10-14,175812536
2021-10-15,157154104
2021-10-16,137505101
2021-10-17,151463427
2021-10-18,180066992
2021-10-19,180031254
2021-10-20,178356438
2021-10-21,174405958
2021-10-22,158657171
2021-10-23,138354584
2021-10-24,150940511
2021-10-25,174164880
2021-10-26,170141907
2021-10-27,166139665
2021-10-28,162587514
2021-10-29,150539304
2021-10-30,134881171
2021-10-31,137552610
2021-11-01,158247674
2021-11-02,160217640
2021-11-03,157152786
2021-11-04,142291397
2021-11-05,142662870
2021-11-06,142176983
2021-11-07,151198671
2021-11-08,178291747
2021-11-09,181092397
2021-11-10,180561790
2021-11-11,180911053
2021-11-12,164587243
2021-11-13,142426219
2021-11-14,156977177
2021-11-15,184626435
2021-11-16,185021676
2021-11-17,180947875
2021-11-18,179910650
2021-11-19,166730100
2021-11-20,146719126
